"TL0_1"	"TL0_2"	"TL0_3"	"TL1_1"	"TL1_2"	"TL1_3"
"LOC107784723"	539	530	604	428	444	610
"LOC107784724"	0	0	0	0	2	2
"LOC107784725"	0	0	0	0	0	0
"LOC107784726"	0	0	0	0	0	0
"LOC107784727"	0	0	5	0	8	0
"LOC107784728"	2	0	0	0	0	0
"LOC107784729"	74	64	70	63	54	57
"TRNAQ-CUG_10"	0	0	0	0	0	0
"LOC107784730"	112	111	76	43	42	61
"LOC107784733"	564	493	698	506	454	654
"LOC107784732"	186	207	292	199	211	274
"LOC107784734"	39	44	34	16	26	17
"LOC107784735"	133	72	171	66	45	119
"LOC107784736"	612	304	584	173	224	256
"LOC107784737"	1098	1150	1004	689	567	673
"LOC107784739"	0	0	0	0	0	0
"LOC107784740"	0	0	0	0	0	0
"LOC107784742"	0	0	0	0	0	0
"LOC107784743"	0	0	0	0	0	0
"LOC107784744"	0	0	0	0	0	0
"LOC107784745"	56	39	73	27	37	92
"LOC107784747"	11008	10302	11833	16926	17145	18277
"LOC107784748"	21	18	16	19	20	2
"LOC107784749"	0	0	0	0	0	0
"LOC107784750"	0	0	0	0	0	0
"LOC107784752"	496	449	572	646	636	544
"LOC107784751"	508	427	647	758	701	778
"LOC107784753"	383	342	408	242	303	414
"LOC107784755"	730	653	751	543	672	709
"LOC107784757"	151	112	170	129	137	130
"LOC107784756"	0	0	0	0	0	0
"LOC107784758"	0	0	0	0	0	0
"LOC107784759"	0	0	0	0	0	0
"LOC107784761"	0	0	0	0	0	0
"LOC107784763"	0	4	9	11	9	10
"LOC107784764"	41	319	54	32	120	299
"LOC107784765"	0	0	0	0	0	0
"LOC107784766"	515	558	536	642	632	653
"LOC107784767"	34	40	21	65	47	67
"LOC107784768"	962	1651	706	1161	1298	999
"LOC107784769"	111	65	91	81	79	75
"LOC107784770"	92	86	43	76	111	68
"LOC107784771"	8	0	0	0	0	0
"LOC107784772"	772	638	629	431	443	457
"LOC107784773"	1183	1046	1076	893	902	938
"LOC107784774"	4077	3325	4257	1778	1693	2432
"LOC107784776"	2	10	8	0	6	4
"LOC107784775"	7701	6498	8129	4617	4151	5486
"LOC107784777"	419	391	619	558	520	830
"LOC107784778"	0	0	0	0	0	0
"LOC107784779"	345	264	172	105	85	139
"LOC107784781"	0	2	1	0	2	3
"LOC107784782"	0	0	0	0	0	4
"LOC107784784"	132	113	129	66	108	115
"LOC107784780"	0	0	0	0	0	0
"LOC107784783"	4	2	2	4	0	4
"LOC107784785"	5378	4155	5689	5635	4562	4160
"LOC107784787"	23	43	10	24	56	71
"LOC107784788"	137	79	218	53	59	80
"LOC107784789"	208	181	215	222	191	211
"LOC107784792"	2	0	0	0	0	0
"LOC107784793"	0	0	0	0	2	0
"LOC107784790"	0	0	0	0	0	0
"LOC107784794"	0	0	0	0	0	0
"LOC107784795"	0	0	0	0	0	0
"LOC107784796"	296	184	433	78	168	160
"LOC107784797"	903	933	839	418	584	497
"LOC107784798"	0	0	0	0	0	0
"LOC107784801"	43	42	80	23	63	32
"LOC107784804"	2136	2063	2588	909	1715	1787
"TRNAN-GUU_49"	0	0	0	0	0	2
"LOC107784802"	37	32	41	0	19	8
"LOC107784803"	0	0	4	0	0	0
"LOC107784799"	0	0	0	0	0	0
"LOC107784800"	0	0	0	0	0	0
"LOC107784807"	280	175	292	120	111	197
"LOC107784808"	467	554	628	639	479	429
"LOC107784809"	132	106	232	110	97	167
"LOC107784811"	287	196	267	262	362	318
"LOC107784810"	0	0	0	0	0	0
"LOC107784814"	88	35	47	26	21	105
"LOC107784813"	0	0	0	0	0	0
"LOC107784815"	7249	6956	7771	7112	6234	7470
"LOC107784816"	129	161	118	125	159	91
"LOC107784817"	48	34	47	68	98	158
"LOC107784819"	4	14	19	0	0	9
"LOC107784818"	4	10	8	2	6	6
"LOC107784820"	0	0	0	0	3	0
"LOC107784821"	205	235	205	102	121	126
"LOC107784823"	8	10	25	26	19	21
"LOC107784824"	9	13	16	6	4	11
"LOC107784825"	2128	2359	2160	2587	2467	2105
"LOC107784826"	295	345	325	170	158	235
"LOC107784827"	0	0	0	0	0	0
"TRNAF-GAA_36"	0	0	0	0	0	0
"LOC107784830"	0	0	0	0	0	0
"LOC107784831"	0	0	0	0	0	0
"LOC107784832"	0	0	0	0	0	0
"LOC107784835"	6468	4271	7769	2698	3174	3172
"LOC107784833"	0	0	0	0	0	0
"LOC107784834"	0	0	0	0	0	0
"LOC107784837"	0	0	0	0	0	0
"LOC107784840"	183	218	230	189	202	208
"LOC107784839"	5	1	1	0	2	0
"LOC107784841"	324	296	366	390	486	539
"LOC107784842"	389	407	352	524	469	589
"LOC107784843"	0	0	2	0	0	0
"LOC107784846"	1094	1250	1546	1224	1135	912
"LOC107784845"	0	0	0	0	0	0
"LOC107784847"	0	0	0	0	0	0
"LOC107784848"	1004	385	1042	291	439	346
"LOC107784850"	0	0	0	0	0	0
"LOC107784852"	648	741	775	482	470	508
"LOC107784851"	2	0	6	0	2	7
"LOC107784854"	539	792	792	902	1120	1042
"LOC107784855"	565	530	718	540	637	807
"LOC107784856"	1125	1023	1244	1161	1222	1219
"LOC107784857"	51	45	82	36	36	53
"LOC107784859"	1721	1083	1674	559	590	686
"LOC107784861"	496	399	769	460	538	505
"LOC107784862"	2575	2201	2868	2499	2509	2839
"LOC107784863"	40	31	106	108	91	111
"LOC107784864"	20	4	19	21	6	8
"LOC107784865"	307	192	612	77	144	182
"LOC107784866"	2164	2094	2372	1718	2022	2075
"LOC107784867"	287	249	285	217	203	245
"LOC107784869"	0	0	0	0	0	0
"LOC107784870"	925	700	960	786	898	953
"LOC107784873"	166	108	150	96	84	108
"LOC107784871"	0	0	0	0	0	0
"LOC107784872"	21	6	18	6	5	15
"LOC107784875"	48	57	34	41	18	31
"LOC107784879"	29	17	33	4	14	6
"LOC107784881"	8	11	10	8	8	2
"LOC107784880"	83	82	83	86	71	90
"LOC107784882"	0	0	2	0	0	2
"LOC107784883"	0	0	0	0	0	0
"LOC107784884"	28	26	28	6	8	8
"LOC107784886"	95	138	112	53	76	64
"LOC107784888"	69	78	93	108	111	95
"LOC107784889"	471	334	445	296	356	396
"LOC107784887"	253	215	241	290	286	377
"LOC107784890"	394	174	472	294	209	185
"LOC107784891"	502	495	551	435	342	348
"LOC107784893"	0	0	0	0	0	0
"LOC107784894"	102	47	117	14	40	58
"LOC107784896"	458	378	572	329	390	484
"LOC107784895"	0	0	0	4	0	0
"LOC107784897"	97	54	74	47	54	73
"LOC107784898"	1195	1540	1153	835	731	806
"LOC107784899"	0	0	0	0	0	0
"LOC107784900"	343	393	446	282	311	295
"LOC107784901"	1199	876	1174	1342	1415	1569
"LOC107784904"	44	29	20	6	2	3
"LOC107784906"	4	5	0	1	4	0
"LOC107784905"	10	2	0	2	5	0
"LOC107784907"	0	0	0	0	0	0
"LOC107784909"	1671	1434	1856	1200	1400	1432
"LOC107784910"	353	347	416	297	365	368
"LOC107784911"	200	138	196	32	54	70
"LOC107784908"	1664	1387	1871	1035	1274	1681
"LOC107784912"	22	24	36	74	96	121
"LOC107784914"	0	2	0	0	0	0
"LOC107784913"	0	0	0	0	0	0
"LOC107784916"	1	0	2	0	0	0
"LOC107784917"	0	0	0	0	0	0
"LOC107784919"	0	0	0	0	0	0
"LOC107784918"	338	377	331	135	161	112
"LOC107784920"	0	0	0	0	0	0
"LOC107784921"	403	472	475	322	295	335
"LOC107784928"	3369	3261	2970	3389	3287	3560
"LOC107784922"	0	0	0	0	0	0
"LOC107784925"	0	0	2	0	0	2
"LOC107784929"	372	284	322	195	150	237
"LOC107784931"	839	609	848	547	613	676
"LOC107784926"	2	6	5	6	4	32
"LOC107784932"	531	443	582	497	403	448
"LOC107784933"	139	146	195	82	74	127
"LOC107784934"	53	21	48	27	54	32
"LOC107784935"	308	220	279	174	191	185
"LOC107784923"	2	0	0	0	0	2
"LOC107784936"	270	228	221	146	191	205
"LOC107784924"	0	0	0	0	0	0
"LOC107784927"	178	228	390	46	134	30
"LOC107784937"	22	6	32	6	10	13
"LOC107784939"	992	953	1356	1168	1096	1341
"LOC107784940"	0	0	0	0	0	0
"LOC107784942"	401	305	419	802	755	608
"LOC107784941"	32	36	41	5	12	24
"LOC107784944"	30	34	34	4	2	9
"LOC107784943"	246	102	240	83	99	110
"LOC107784945"	148	177	189	146	172	118
"LOC107784947"	3206	2642	4394	13559	13217	14065
"LOC107784948"	476	534	588	413	540	425
"LOC107784949"	219	199	193	94	112	152
"LOC107784950"	236	287	267	174	174	212
"LOC107784954"	12	8	10	2	4	6
"LOC107784952"	0	0	0	0	0	0
"LOC107784953"	0	0	0	0	2	0
"LOC107784957"	0	4	3	0	2	4
"LOC107784955"	114	106	173	40	41	44
"LOC107784958"	241	298	258	246	192	172
"LOC107784960"	0	2	0	0	2	5
"LOC107784959"	8	2	9	0	8	2
"LOC107784961"	42	48	65	44	17	35
"LOC107784963"	13	9	3	0	4	1
"LOC107784964"	3	22	21	2	6	6
"LOC107784965"	626	815	721	276	252	401
"LOC107784966"	6	4	18	0	0	2
"LOC107784967"	114	93	93	95	100	172
"LOC107784968"	257	242	340	389	391	525
"LOC107784969"	208	229	340	454	503	460
"LOC107784970"	0	0	0	0	0	0
"LOC107784974"	448	285	482	202	212	456
"LOC107784973"	0	0	0	0	0	0
"LOC107784971"	0	0	0	0	0	0
"LOC107784975"	74	35	61	79	43	45
"LOC107784976"	229	277	342	239	190	283
"LOC107784977"	0	8	0	0	2	2
"LOC107784978"	31	36	10	12	23	25
"LOC107784979"	700	876	649	408	437	637
"LOC107784980"	0	0	0	0	0	0
"LOC107784981"	3110	2594	3084	3187	3395	3711
"LOC107784985"	12212	10050	15048	17683	19319	22640
"LOC107784986"	98	112	95	118	132	149
"LOC107784983"	0	0	0	0	0	0
"LOC107784988"	1067	689	1091	508	511	556
"LOC107784984"	4	4	0	4	0	0
"LOC107784989"	32	65	8	11	16	13
"LOC107784990"	0	0	0	0	0	0
"LOC107784991"	614	301	802	195	279	312
"LOC107784994"	313	344	508	329	480	304
"LOC107784996"	2882	3269	3234	1839	1946	2005
"LOC107784995"	39	34	62	33	15	31
"LOC107784997"	0	0	0	0	0	0
"LOC107784999"	1453	1241	1418	1891	2010	1946
"LOC107784998"	0	0	0	0	2	0
"TRNAN-GUU_50"	0	0	0	0	0	0
"LOC107785000"	261	184	216	220	137	197
"LOC107785001"	689	973	772	317	244	442
"TRNAP-AGG_17"	0	0	0	0	0	0
"LOC107785002"	861	532	847	473	471	490
"TRNAK-UUU_30"	0	0	0	0	0	0
"LOC107785006"	546	431	685	687	508	659
"LOC107785007"	299	309	362	260	249	266
"LOC107785009"	0	0	0	0	0	0
"LOC107785012"	439	417	542	416	399	463
"LOC107785010"	108	86	123	10	24	26
"LOC107785011"	7	6	6	10	17	16
"LOC107785014"	758	722	839	565	625	674
"LOC107785015"	1019	709	1168	467	443	511
"LOC107785016"	10	8	2	2	6	2
"LOC107785020"	923	979	866	724	784	772
"LOC107785017"	0	0	0	0	0	0
"LOC107785018"	0	0	0	0	0	0
"LOC107785021"	38	31	33	159	102	95
"LOC107785022"	8	25	23	35	23	40
"LOC107785023"	244	210	277	122	136	161
"LOC107785024"	1538	1580	1740	784	1042	1190
"LOC107785025"	294	228	333	129	94	85
"LOC107785026"	4853	6226	5432	3026	3564	3612
"LOC107785028"	0	0	0	0	0	0
"LOC107785029"	29	9	16	0	3	0
"LOC107785030"	0	0	0	0	0	0
"LOC107785031"	814	797	943	456	555	676
"LOC107785032"	296	244	401	338	326	394
"LOC107785033"	0	0	0	0	0	0
"LOC107785034"	73	30	82	62	72	113
"LOC107785035"	2	8	6	6	10	17
"LOC107785038"	0	0	0	0	0	0
"LOC107785039"	412	396	463	287	289	284
"LOC107785040"	1329	803	1144	9418	9739	10880
"LOC107785041"	0	0	0	0	0	0
"LOC107785043"	131	210	307	147	190	171
"LOC107785042"	3	0	0	0	0	0
"LOC107785047"	0	0	0	0	0	0
"LOC107785044"	0	0	0	0	0	0
"LOC107785045"	1	0	0	0	0	2
"LOC107785046"	0	0	0	0	0	0
"LOC107785051"	125	96	122	200	217	227
"LOC107785048"	0	0	0	0	0	0
"LOC107785050"	4	0	0	0	0	7
"LOC107785052"	339	291	355	205	220	241
"LOC107785055"	0	0	0	0	0	0
"LOC107785056"	195	168	208	170	153	131
"LOC107785058"	42	49	75	40	32	57
"LOC107785060"	0	0	0	0	0	0
"LOC107785061"	169	245	311	201	167	229
"LOC107785062"	127	128	265	262	441	400
"LOC107785063"	1586	1337	1897	1458	1550	2094
"LOC107785065"	42	35	74	33	56	163
"LOC107785066"	80	70	89	75	97	142
"LOC107785067"	733	618	960	1127	945	1255
"LOC107785069"	60	94	89	58	79	64
"LOC107785070"	0	0	0	0	0	0
"LOC107785071"	0	0	0	0	0	0
"LOC107785072"	202	120	236	98	147	173
"LOC107785073"	28	32	29	24	23	39
"LOC107785074"	253	263	233	223	285	254
"LOC107785076"	159	141	114	238	246	284
"LOC107785077"	2	2	12	4	6	0
"LOC107785078"	1832	1663	1765	1445	1635	1401
"LOC107785079"	653	582	641	433	301	383
"LOC107785081"	89	117	119	72	115	89
"LOC107785080"	0	0	0	0	0	0
"LOC107785083"	0	0	0	0	0	0
"LOC107785085"	197	184	167	66	85	109
"LOC107785086"	87	85	82	71	79	127
"LOC107785087"	0	0	0	0	0	0
"LOC107785091"	27	57	56	30	32	39
"LOC107785088"	0	0	0	0	0	0
"LOC107785092"	493	385	471	218	184	221
"LOC107785094"	1189	1097	1370	1157	1161	1134
"LOC107785095"	0	0	0	0	0	0
"LOC107785089"	0	0	0	0	0	0
"LOC107785090"	0	0	0	2	4	0
"LOC107785096"	2	0	8	4	34	19
"LOC107785097"	0	0	0	0	0	0
"LOC107785098"	586	604	662	656	658	675
"LOC107785099"	18	24	25	29	26	44
"LOC107785100"	0	0	1	2	2	2
"LOC107785101"	540	398	575	648	960	792
"LOC107785103"	210	319	257	167	131	111
"LOC107785104"	51	92	149	90	130	231
"LOC107785105"	2	4	6	0	0	0
"LOC107785106"	0	0	0	0	0	0
"LOC107785107"	214	253	236	242	264	235
"LOC107785108"	0	0	0	0	0	0
"LOC107785110"	424	319	413	422	481	589
"LOC107785109"	0	0	0	0	0	0
"LOC107785111"	291	276	206	55	69	63
"LOC107785112"	418	463	302	197	203	244
"LOC107785113"	0	0	0	0	0	0
"LOC107785114"	16	49	52	10	20	63
"LOC107785115"	0	0	0	0	0	0
"LOC107785116"	196	167	172	182	153	251
"LOC107785119"	0	0	0	0	0	0
"LOC107785120"	0	0	0	0	0	0
"LOC107785121"	781	654	963	648	671	939
"LOC107785123"	101	89	72	141	128	150
"LOC107785122"	4	0	1	2	1	6
"LOC107785125"	653	575	711	531	501	841
"LOC107785126"	237	191	215	228	210	224
"LOC107785127"	71	36	51	42	24	46
"LOC107785128"	117	114	120	263	308	354
"LOC107785129"	14	26	4	11	6	4
"LOC107785130"	0	0	0	0	0	0
"LOC107785131"	186	166	246	123	158	154
"LOC107785133"	9	10	6	2	2	6
"TRNAS-GCU_24"	0	0	0	0	0	0
"LOC107785134"	2867	2444	3188	3120	3505	5034
"LOC107785136"	182	85	194	63	148	109
"LOC107785137"	0	0	0	0	0	0
"LOC107785138"	2	2	6	5	4	8
"LOC107785141"	43	39	64	36	54	61
"LOC107785139"	6	0	3	2	0	8
"LOC107785143"	105	90	143	142	174	166
"LOC107785144"	73	39	48	49	19	51
"LOC107785142"	0	0	0	0	0	0
"LOC107785145"	62	77	54	52	59	80
"LOC107785147"	0	0	4	0	0	2
"LOC107785148"	4	20	22	6	20	32
"LOC107785149"	36	51	48	49	83	60
"LOC107785151"	0	0	0	0	0	0
"LOC107785152"	112	70	106	26	57	93
"LOC107785154"	154	108	110	106	115	127
"LOC107785156"	150	194	269	331	328	273
"LOC107785157"	1384	1314	1652	805	812	890
"LOC107785153"	0	0	0	0	0	0
"TRNAL-UAG_11"	0	0	0	0	0	0
"LOC107785158"	99	84	124	149	161	191
"LOC107785159"	573	545	523	583	613	716
"LOC107785161"	40	35	48	19	43	70
"LOC107785162"	0	0	0	0	0	0
"LOC107785164"	162	141	136	187	80	168
"LOC107785166"	528	699	525	176	229	314
"LOC107785167"	3013	2808	2872	2177	2255	2503
"LOC107785165"	0	0	0	0	0	0
"LOC107785168"	10	2	10	0	6	8
"LOC107785169"	0	0	0	0	0	0
"LOC107785170"	536	379	625	394	418	655
"LOC107785171"	0	2	6	2	0	0
"LOC107785172"	1707	1529	1934	709	933	959
"LOC107785173"	0	0	2	0	0	0
"LOC107785174"	711	673	787	506	509	583
"LOC107785176"	108	88	113	90	97	100
"LOC107785177"	69	33	85	78	80	76
"LOC107785178"	910	687	993	2487	2324	2556
"LOC107785179"	790	1185	806	647	499	659
"LOC107785180"	0	0	0	0	0	0
"LOC107785183"	42	33	51	26	16	43
"LOC107785181"	0	0	0	0	0	0
"LOC107785182"	0	0	0	0	0	0
"LOC107785185"	1836	677	1676	577	423	381
"LOC107785187"	515	510	558	366	375	444
"LOC107785186"	0	0	0	0	0	0
"LOC107785188"	247	193	324	210	203	319
"LOC107785189"	25	14	19	23	35	49
"LOC107785192"	357	268	448	209	276	353
"LOC107785190"	0	0	0	0	0	0
"LOC107785193"	1252	1113	1267	756	684	705
"LOC107785194"	0	0	0	0	0	0
"LOC107785195"	22	6	32	2	0	6
"LOC107785196"	0	0	0	0	0	0
"LOC107785198"	740	446	684	290	378	347
"LOC107785197"	0	0	0	0	0	0
"LOC107785200"	99	65	122	42	56	65
"LOC107785199"	144	188	268	222	200	246
"LOC107785203"	1081	616	1400	205	284	818
"LOC107785202"	489	467	669	459	508	636
"LOC107785204"	415	592	409	414	388	398
"LOC107785206"	4	4	8	4	2	12
"LOC107785208"	58	55	95	107	89	118
"LOC107785207"	394	337	398	249	317	323
"LOC107785210"	105	34	143	28	23	54
"LOC107785211"	56	28	40	27	65	58
"LOC107785212"	3665	4635	3126	6104	5216	4590
"LOC107785213"	1239	1723	1148	523	594	516
"LOC107785216"	74	92	78	51	30	27
"LOC107785214"	0	0	0	0	0	0
"LOC107785217"	591	560	591	456	507	635
"LOC107785219"	199	205	252	182	135	191
"LOC107785218"	3897	3573	3373	2242	2131	2347
"LOC107785220"	0	0	2	0	0	0
"TRNAQ-UUG_14"	0	0	0	0	0	0
"LOC107785222"	217	134	180	196	190	204
"LOC107785221"	111	106	170	63	77	112
"LOC107785225"	0	0	0	0	0	0
"LOC107785226"	110	146	125	93	111	87
"TRNAA-UGC_13"	0	0	0	0	0	0
"LOC107785227"	2	0	2	0	0	2
"LOC107785228"	335	302	297	274	307	394
"LOC107785229"	8364	10291	5898	1272	1406	1579
"LOC107785231"	0	0	0	0	0	0
"LOC107785233"	29	14	68	22	12	18
"LOC107785232"	0	0	0	0	0	0
"LOC107764727_1"	3032	2106	3112	1413	1464	2596
"LOC107785236"	153	156	104	82	92	117
"LOC107785237"	1140	1231	1222	371	449	495
"LOC107785240"	963	1265	1179	870	983	1150
"LOC107785238"	0	0	0	0	0	0
"LOC107785239"	0	0	0	0	0	0
"LOC107785241"	8	3	8	2	14	11
"LOC107785243"	22	60	68	35	31	51
"LOC107785244"	394	355	509	135	190	400
"LOC107785245"	123	191	224	77	110	153
"LOC107785246"	67	65	76	35	54	35
"LOC107785247"	20	10	10	4	12	17
"LOC107785251"	570	552	297	167	161	125
"LOC107785248"	0	0	0	0	0	0
"LOC107785250"	2	4	2	4	0	1
"LOC107785252"	9	16	16	10	8	18
"LOC107785253"	195	220	240	79	129	193
"LOC107785254"	0	2	14	4	2	0
"LOC107785255"	0	0	0	0	0	0
"LOC107785256"	0	0	0	0	0	0
"LOC107785257"	0	0	0	0	0	0
"LOC107785258"	138	71	329	39	48	71
"LOC107785259"	2	0	0	1	1	3
"LOC107785261"	156	237	181	76	84	102
"LOC107785262"	69	99	93	82	76	89
"LOC107785264"	499	413	498	368	400	441
"LOC107785263"	266	233	289	237	270	301
"LOC107785260"	59	30	52	62	64	28
"LOC107785265"	4	6	9	10	4	7
"LOC107785267"	80	96	24	62	48	48
"LOC107785268"	32	23	99	22	22	27
"LOC107785266"	0	0	0	0	0	0
"LOC107785269"	99	95	135	78	58	52
"LOC107785272"	12	16	31	2	0	10
"LOC107785273"	637	517	515	282	339	348
"LOC107785270"	0	0	0	0	0	0
"LOC107785274"	213	210	267	195	192	219
"LOC107785275"	199	154	233	214	223	247
"LOC107785276"	87	89	95	34	33	45
"LOC107785277"	89	44	123	78	90	85
"TRNAN-GUU_51"	0	0	0	0	0	0
"LOC107785271"	0	0	0	0	0	0
"LOC107785278"	707	610	577	899	834	827
"LOC107785282"	390	496	491	195	219	117
"LOC107785283"	311	340	349	245	214	351
"TRNAF-GAA_37"	0	0	0	0	0	0
"LOC107785280"	0	0	0	0	0	0
"LOC107785285"	392	243	285	143	140	172
"LOC107785286"	303	387	369	258	254	293
"LOC107785287"	12	14	8	2	6	4
"LOC107785288"	754	737	926	325	348	367
"LOC107785290"	512	448	634	462	557	646
"LOC107785291"	107	91	79	142	155	114
"LOC107785292"	4	4	1	0	6	6
"LOC107785293"	70	107	69	25	52	76
"LOC107785295"	210	192	165	109	83	112
"LOC107785294"	2	4	2	0	0	0
"LOC107785297"	1645	1861	1904	1816	1902	1882
"LOC107785296"	2	0	0	0	0	0
"LOC107785298"	0	0	0	0	0	0
"LOC107785299"	0	0	0	0	0	0
"LOC107785300"	0	0	0	0	0	0
"LOC107785303"	237	296	274	260	280	318
"LOC107785301"	222	165	208	154	160	190
"LOC107785304"	19	9	24	8	6	6
"LOC107785306"	2	14	5	8	22	10
"LOC107785309"	648	586	791	414	420	618
"LOC107785307"	96	59	159	99	93	142
"LOC107785308"	1	0	0	0	0	0
"LOC107785310"	142	115	204	153	123	174
"LOC107785311"	153	136	144	176	190	179
"LOC107785312"	316	246	367	256	287	277
"LOC107785314"	26	15	36	6	9	34
"LOC107785313"	24	14	32	26	66	50
"LOC107785316"	155	140	175	50	109	82
"TRNAG-GCC_33"	0	0	0	0	0	0
"LOC107785319"	2	10	2	3	2	2
"LOC107785321"	684	617	780	650	550	652
"LOC107785320"	0	0	0	0	0	0
"LOC107785322"	0	0	0	0	0	0
"LOC107785323"	0	0	0	0	0	0
"LOC107785324"	0	0	0	0	0	0
"LOC107785326"	683	530	630	279	300	359
"LOC107785325"	0	0	0	0	0	0
"LOC107785327"	0	0	0	0	0	2
"LOC107785329"	0	0	0	6	4	6
"LOC107785330"	0	0	2	10	0	6
"LOC107785331"	280	262	339	875	732	1050
"LOC107785332"	6	22	20	8	8	28
"LOC107785333"	87	63	89	29	34	45
"LOC107785334"	233	177	254	221	248	297
"LOC107785336"	89	45	101	61	60	52
"LOC107785339"	220	192	195	112	135	146
"LOC107785342"	443	583	484	281	257	325
"LOC107785341"	751	759	716	370	572	588
"LOC107785337"	4	10	15	26	53	20
"LOC107785338"	13	3	10	10	6	4
"LOC107785343"	24	18	19	2	11	28
"LOC107785344"	251	378	261	588	420	553
"LOC107785346"	13909	12867	19236	12407	12096	12084
"LOC107785347"	96	148	129	224	268	218
"LOC107785345"	2	1	11	4	8	6
"LOC107785348"	366	344	271	272	219	192
"LOC107785349"	2	6	6	0	2	0
"LOC107785351"	138	125	118	64	69	104
"LOC107785352"	523	510	450	320	384	390
"LOC107785353"	0	0	0	0	0	0
"LOC107785356"	39	46	70	42	58	65
"LOC107785354"	76	34	83	97	83	97
"LOC107785355"	0	4	0	0	4	0
"LOC107785357"	64	56	42	58	30	58
"LOC107785359"	0	0	0	0	0	0
"LOC107785361"	0	0	0	0	0	0
"LOC107785362"	0	0	0	0	0	0
"LOC107785363"	579	631	878	487	480	620
"LOC107785364"	3430	3898	3032	1288	1453	1858
"LOC107785365"	101	110	143	108	146	147
"LOC107785366"	881	762	933	361	461	504
"LOC107785367"	0	0	0	0	0	0
"LOC107785368"	0	0	0	0	0	0
"LOC107785369"	619	640	666	319	287	416
"LOC107785370"	1563	1540	1879	982	1069	1446
"LOC107785371"	38	24	42	55	66	108
"LOC107785372"	278	294	296	169	162	146
"LOC107785374"	2	0	4	0	8	16
"LOC107785376"	1225	987	1414	2651	2744	2841
"LOC107785377"	80	79	100	25	46	28
"LOC107785378"	379	435	356	313	250	341
"LOC107785379"	255	356	279	133	213	221
"LOC107785380"	0	0	0	0	0	0
"LOC107785386"	1596	985	1783	694	906	1110
"LOC107785387"	0	0	0	0	0	0
"LOC107785388"	82	41	78	52	55	83
"LOC107785381"	0	0	0	0	0	0
"LOC107785389"	331	379	409	295	289	409
"LOC107785385"	82	54	124	112	155	200
"LOC107785391"	530	705	578	259	310	367
"LOC107785392"	177	91	173	102	79	150
"LOC107785382"	16	33	32	14	28	13
"LOC107785393"	36	40	24	2	7	5
"LOC107785394"	66	62	49	24	32	61
"LOC107785395"	96	50	136	74	71	84
"LOC107785397"	420	255	414	146	173	249
"LOC107785401"	59	108	84	77	52	75
"LOC107785399"	0	0	0	0	0	0
"LOC107785402"	204	222	195	120	128	124
"LOC107785400"	204	260	203	44	30	32
"LOC107785403"	70	52	67	38	48	51
"LOC107785404"	30	12	14	4	0	2
"LOC107785405"	13549	12485	13040	5677	5213	4717
"LOC107785406"	2328	2002	2634	1505	1606	1762
"LOC107785407"	2166	2322	2442	1813	1833	1967
"LOC107785408"	350	387	354	281	289	241
"LOC107785409"	13068	16242	12731	14371	16219	31968
"LOC107785410"	0	0	0	0	0	0
"LOC107785412"	0	0	0	2	2	0
"LOC107785413"	8	14	12	4	4	14
"LOC107785414"	117	121	174	168	157	171
"LOC107785415"	246	231	260	242	221	224
"LOC107785416"	3817	3752	3579	2166	2307	2518
"LOC107785417"	559	1223	788	537	668	729
"TRNAS-UGA_9"	0	0	0	0	0	0
"LOC107785420"	0	0	0	0	0	0
"LOC107785422"	0	0	0	0	0	0
"LOC107785423"	0	0	0	0	0	0
"LOC107785425"	0	4	6	8	0	6
"LOC107785426"	0	0	0	0	0	0
"LOC107785424"	0	0	0	0	0	0
"LOC107785427"	1	0	0	0	0	0
"LOC107785428"	19656	19186	18425	8652	9328	10356
"LOC107785431"	838	739	1200	1031	1177	1607
"LOC107785430"	0	1	5	2	0	4
"LOC107785432"	292	282	318	254	268	245
"TRNAR-CCU_14"	0	0	0	0	0	0
"LOC107785436"	148	168	223	107	95	153
"LOC107785437"	236	184	267	257	233	248
"LOC107785440"	638	518	686	212	316	411
"LOC107785438"	2	20	0	0	0	0
"LOC107785441"	18	18	20	24	6	27
"LOC107785439"	0	0	0	0	0	0
"LOC107785442"	0	0	0	0	0	0
"LOC107785443"	4	2	12	0	2	4
"LOC107785444"	165	160	177	113	99	143
"LOC107785447"	119	118	141	88	116	116
"LOC107785446"	0	6	1	0	5	1
"LOC107785449"	86	50	73	40	91	116
"LOC107785448"	0	0	0	0	0	0
"LOC107785450"	70	59	103	33	47	64
"LOC107785451"	11	23	24	17	21	4
"LOC107785453"	544	467	582	337	391	360
"LOC107785455"	145	132	150	146	128	116
"LOC107785454"	5	12	10	6	8	1
"TRNAH-GUG_18"	0	0	0	0	0	0
"LOC107785456"	64	65	76	27	27	95
"LOC107785458"	101	81	98	58	33	33
"LOC107785460"	17	6	8	4	18	10
"LOC107785463"	1080	649	1375	315	410	578
"LOC107785464"	6	2	2	2	4	6
"LOC107785465"	1160	1182	3274	3960	6767	15744
"LOC107785462"	25	8	24	30	15	20
"LOC107785466"	1422	1307	1730	1544	1577	1893
"LOC107785469"	143	90	153	8	12	22
"LOC107785468"	287	183	197	146	226	168
"LOC107785470"	83	61	61	48	41	77
"LOC107785471"	0	0	0	0	0	0
"LOC107785472"	273	180	485	134	169	271
"LOC107785473"	0	0	0	0	0	0
"LOC107785474"	0	0	0	0	0	0
